ID	日付	時間	緯度	経度	速度(km/hour)	高度(m)	角度(°)	距離(m)
219	2018-01-23	15:54:26	N35.26.14.136	E136.34.33.060	28.0	39.2	344.80587131347295	8.013997507091364	0
220	2018-01-23	15:54:27	N35.26.13.812	E136.34.33.168	28.0	39.2	350.266936866649	16.014757823353555	0
221	2018-01-23	15:54:29	N35.26.13.128	E136.34.33.312	28.0	37.0	0.0	8.0977944279072	0
222	2018-01-23	15:54:30	N35.26.12.768	E136.34.33.312	28.0	37.2	2.4554493023352895	15.42586903770324	0
223	2018-01-23	15:54:32	N35.26.12.084	E136.34.33.276	27.0	37.79	0.0	7.288013784932108	0
224	2018-01-23	15:54:33	N35.26.11.760	E136.34.33.276	27.0	36.9	354.8271866868853	7.372211131049973	0
225	2018-01-23	15:54:34	N35.26.11.436	E136.34.33.312	27.0	35.7	0.0	7.28801498506497	0
226	2018-01-23	15:54:35	N35.26.11.112	E136.34.33.312	27.0	33.4	0.0	6.478235541707628	0
227	2018-01-23	15:54:36	N35.26.10.824	E136.34.33.312	27.0	28.7	0.0	4.858676656538276	0
228	2018-01-23	15:54:37	N35.26.10.608	E136.34.33.312	27.0	22.7	0.0	4.048897213696045	0
229	2018-01-23	15:54:38	N35.26.10.428	E136.34.33.312	27.0	14.5	0.0	1.6195588856844618	0
230	2018-01-23	15:54:39	N35.26.10.356	E136.34.33.312	27.0	8.1	0.0	1.6195588851693525	0
231	2018-01-23	15:54:40	N35.26.10.284	E136.34.33.312	27.0	4.2	0.0	0.8097794423271214	0
232	2018-01-23	15:54:42	N35.26.10.248	E136.34.33.312	27.0	1.4	0.0	0.0	0
233	2018-01-23	15:54:43	N35.26.10.248	E136.34.33.312	27.0	0.1	0.0	0.0	0
234	2018-01-23	15:54:44	N35.26.10.248	E136.34.33.312	28.0	0.1	0.0	0.0	0
235	2018-01-23	15:54:45	N35.26.10.248	E136.34.33.312	28.0	0.3	270.0000028852572	1.1110100308211481	0
236	2018-01-23	15:54:46	N35.26.10.248	E136.34.33.276	28.0	2.9	0.0	1.6195586196178489	0
237	2018-01-23	15:54:47	N35.26.10.176	E136.34.33.276	28.0	8.69	0.0	1.61955861858763	0
238	2018-01-23	15:54:48	N35.26.10.104	E136.34.33.276	28.0	14.3	0.0	4.04889654672663	0
239	2018-01-23	15:54:49	N35.26.09.924	E136.34.33.276	28.0	18.2	354.8271540986245	7.372211131049973	0
240	2018-01-23	15:54:51	N35.26.09.600	E136.34.33.312	28.0	19.89	0.0	4.858676656538276	0
241	2018-01-23	15:54:52	N35.26.09.384	E136.34.33.312	28.0	22.2	0.0	8.907573870234321	0
242	2018-01-23	15:54:54	N35.26.08.988	E136.34.33.312	28.0	23.4	0.0	4.8586766560231665	0
